GeneID,bsf,pcf
Tb927.8.6850,5.9,3.78
Tb927.7.1420,5.86,3.82
Tb927.7.2810,5.84,3.84
Tb927.10.3780,5.82,3.86
Tb927.11.1930,5.69,3.99
Tb927.10.7430,5.46,4.22
Tb927.4.1700,4.77,4.91
Tb927.7.1000,4.34,5.34
Tb927.11.11050,4.09,5.59
Tb927.9.2290,6.14,3.55
Tb927.10.3750,6.04,3.65
Tb927.5.690,5.8,3.89
Tb927.10.12230,4.76,4.93
Tb927.4.3970,6.11,3.58
Tb927.11.7570,5.95,3.74
Tb927.8.595,5.94,3.75
Tb927.9.13480,5.57,4.12
Tb11.v5.0633,5.11,4.58
Tb927.10.15020,5.11,4.58
Tb927.3.1230,5.07,4.62
Tb927.5.610,6.09,3.61
Tb927.7.3490,5.97,3.73
Tb927.11.4180,5.95,3.75
Tb927.4.1190,5.92,3.78
Tb927.3.5150,5.87,3.83
Tb927.5.860,5.86,3.84
Tb927.11.9240,5.07,4.63
Tb927.11.5990,4.29,5.41
Tb11.02.5120b,4.26,5.44
Tb927.11.7218,4.26,5.44
Tb927.2.2140,3.28,6.42
Tb927.11.4870,3.2,6.5
Tb927.11.164,3.2,6.5
Tb927.10.10160,6.1,3.61
Tb927.11.8820,6.16,3.55
Tb11.v5.0821,6.15,3.56
Tb927.8.7940,6.15,3.56
Tb11.v5.0828,6.15,3.56
Tb927.9.6320,6.15,3.56
Tb927.8.4020,6.11,3.6
Tb927.8.4070,6.11,3.6
Tb927.8.4120,6.11,3.6
Tb927.10.14430,4.83,4.88
Tb927.5.670,4.67,5.04
Tb927.7.300,6.21,3.51
Tb927.5.2325,6.14,3.58
Tb927.2.4480,6.1,3.62
Tb927.9.9120,5.88,3.84
Tb927.9.4370,5.84,3.88
Tb927.6.3080,5.63,4.09
Tb927.3.620,5.18,4.54
Tb927.1.2770,4.59,5.13
Tb927.7.4430,4.41,5.31
Tb927.11.13510,3.3,6.42
Tb927.10.7390,6.08,3.64
Tb927.10.5680,6.07,3.65
Tb927.10.6330,5.73,3.99
Tb11.v5.0273,5.73,3.99
Tb927.9.8250,5.11,4.61
Tb927.4.1810,3.52,6.2
Tb927.10.4770,6.15,3.58
Tb927.10.810,6.13,3.6
Tb09.v4.0014,6.12,3.61
Tb09.v4.0110,6.12,3.61
Tb927.9.15850,6.12,3.61
Tb927.10.14210,6.04,3.69
Tb927.9.7700,5.9,3.83
Tb927.8.1090,5.89,3.84
Tb927.7.6060,5.78,3.95
Tb927.5.3895,5.66,4.07
Tb927.10.15810,5.45,4.28
Tb927.11.13620,3.77,5.96
Tb927.11.1830,3.36,6.37
Tb927.10.9810,3.31,6.42
Tb927.11.14495,3.28,6.45
Tb11.v5.0440,5.35,4.39
Tb927.10.15730,5.35,4.39
Tb927.5.120,6.22,3.52
Tb927.6.2300,6.19,3.55
Tb927.4.4610,6,3.74
Tb927.11.360,5.86,3.88
Tb927.8.6260,4.78,4.96
Tb927.11.5910,6.19,3.56
Tb927.6.2770,5.1,4.65
Tb927.10.12950,4.73,5.02
Tb927.5.3870,4.25,5.5
Tb927.6.4060,6.26,3.5
Tb927.8.8140,6.25,3.51
Tb927.8.4340,6.2,3.56
Tb927.10.9800,6.18,3.58
Tb927.8.2690,6.06,3.7
Tb927.3.4170,6.03,3.73
Tb927.10.3970,5.95,3.81
Tb927.11.14080,5.94,3.82
Tb927.3.4230,5.87,3.89
Tb927.7.2690,5.86,3.9
Tb927.4.2390,5.14,4.62
Tb927.11.7590,5.12,4.64
Tb927.9.5800,3.72,6.04
Tb927.8.2330,3.41,6.35
Tb927.7.6990,3.29,6.47
Tb927.8.8190,4.94,4.82
Tb927.11.10930,4.44,5.32
Tb11.v5.0153,6.18,3.59
Tb927.7.4690,6.18,3.59
Tb11.v5.0230,6.04,3.73
Tb927.5.370,6.04,3.73
Tb927.7.2110,6.03,3.74
Tb927.11.11090,6.01,3.76
Tb927.6.4360,5.94,3.83
Tb927.7.2330,5.85,3.92
Tb927.8.6830,5.36,4.41
Tb927.4.960,5.31,4.46
Tb927.5.1010,5.29,4.48
Tb927.10.3790,4.89,4.88
Tb11.v5.0583,4.89,4.88
Tb11.v5.0603,4.89,4.88
Tb927.5.3840,4.59,5.18
Tb927.8.4010,3.19,6.58
Tb927.10.15200,6.22,3.56
Tb927.7.290,3.56,6.22
Tb927.3.2370,3.36,6.42
Tb927.9.3550,6.16,3.62
Tb927.7.6690,6.08,3.7
Tb927.3.880,5.9,3.88
Tb927.10.11050,4.75,5.03
Tb927.9.11900,4.42,5.36
Tb927.8.6010,3.29,6.49
Tb927.10.13140,6.08,3.71
Tb927.11.11300,6.02,3.77
Tb927.11.1600,5.87,3.92
Tb927.8.4620,5.87,3.92
Tb927.6.4680,5.87,3.92
Tb927.9.5240,5.54,4.25
Tb11.v5.0222,5.13,4.66
Tb927.5.450,5.13,4.66
Tb927.3.990,4.83,4.96
Tb927.4.5070,4.77,5.02
Tb927.1.3880,4.72,5.07
Tb927.9.12160,4.54,5.25
Tb927.8.6190,3.59,6.2
Tb927.10.15790,3.37,6.42
Tb927.11.16510,3.24,6.55
Tb927.11.14600,6.11,3.68
Tb927.11.16350,6.24,3.56
Tb927.6.930,6.18,3.62
Tb927.10.14910,6.18,3.62
Tb927.11.15200,6.17,3.63
Tb927.7.1820,6.16,3.64
Tb927.7.1860,6.16,3.64
Tb927.4.4740,6.13,3.67
Tb927.9.13770,6.11,3.69
Tb927.7.4190,6.08,3.72
Tb927.4.5100,6.18,3.63
Tb927.10.5960,5.76,4.05
Tb11.v5.0191,5.76,4.05
Tb927.3.5030,5.29,4.52
Tb927.2.1080,6.28,3.53
Tb927.10.13310,5.98,3.83
Tb927.8.3000,5.92,3.89
Tb927.9.8060,5.92,3.89
Tb927.11.9120,4.99,4.82
Tb927.1.790,4.98,4.83
Tb11.v5.0524,4.98,4.83
Tb927.4.1670,3.28,6.53
Tb927.8.8240,6.29,3.53
Tb927.8.6720,6.28,3.54
Tb927.8.5140,6.24,3.58
Tb11.v5.0487,6.23,3.59
Tb927.10.1200,6.23,3.59
Tb927.1.1500,6.2,3.62
Tb927.7.7500,6.04,3.78
Tb927.10.4250,5.95,3.87
Tb927.11.1730,5.95,3.87
Tb927.10.1840,5.13,4.69
Tb927.9.12850,4.82,5
Tb927.4.3020,4.65,5.17
Tb11.v5.0844,4.65,5.17
Tb11.v5.0965,4.65,5.17
Tb927.8.4050,3.33,6.49
Tb927.8.4100,3.33,6.49
Tb927.7.7380,6.29,3.54
Tb927.2.1700,6.25,3.58
Tb927.6.2830,6.15,3.68
Tb927.11.3390,5.12,4.71
Tb11.v5.0620,4.93,4.9
Tb927.3.3550,4.92,4.91
Tb927.8.1780,4.68,5.15
Tb927.10.1340,4.65,5.18
Tb927.8.6530,4.54,5.29
Tb927.5.2810,3.43,6.4
Tb11.0350,6.21,3.63
Tb927.11.7650,6.21,3.63
Tb927.1.4340,6.16,3.68
Tb927.6.1200,6.15,3.69
Tb927.11.210,5.55,4.29
Tb927.11.9060,5.2,4.64
Tb927.11.5780,4.91,4.93
Tb927.10.1950,4.6,5.24
Tb927.11.10850,4.56,5.28
Tb927.2.3720,6.14,3.71
Tb927.6.2190,5.88,3.97
Tb927.10.11950,5.83,4.02
Tb927.8.2810,4.93,4.92
Tb927.6.2390,3.46,6.39
Tb927.10.12210,3.29,6.56
Tb927.11.2070,6.23,3.62
Tb927.11.5730,5.4,4.45
Tb927.4.800,5.37,4.48
Tb11.v5.0793,5.37,4.48
Tb927.5.1650,4.9,4.95
Tb927.7.6550,6.19,3.67
Tb927.4.770,5.35,4.51
Tb927.10.3880,5.09,4.77
Tb927.9.7210,5.06,4.8
Tb927.11.12040,3.34,6.52
Tb927.11.2930,3.22,6.64
Tb927.9.5650,6.17,3.7
Tb927.3.4200,5.58,4.29
Tb927.8.2150,6.22,3.66
Tb927.8.5980,5.3,4.58
Tb927.11.10730,5.29,4.59
Tb927.9.5700,5.22,4.66
Tb927.7.1640,4.92,4.96
Tb927.8.2880,4.6,5.28
Tb927.11.4100,6.2,3.68
Tb927.10.5210,4.94,4.94
Tb11.v5.0236,4.94,4.94
Tb927.11.2190,6.26,3.63
Tb927.8.3800,6.22,3.67
Tb927.11.7860,5.2,4.69
Tb927.6.1910,4.81,5.08
Tb927.10.8010,4.17,5.72
Tb927.6.4580,3.57,6.32
Tb927.5.1030,3.24,6.65
Tb927.10.4790,6.35,3.55
Tb927.11.17020,5.13,4.77
Tb11.v5.0219,5.06,4.84
Tb927.5.490,5.06,4.84
Tb927.10.9080,3.34,6.56
Tb927.8.8210,6.32,3.58
Tb927.4.4120,6.32,3.58
Tb927.7.6600,6.28,3.62
Tb927.4.1150,5.79,4.11
Tb927.11.11760,5.28,4.62
Tb927.5.1600,4.98,4.92
Tb927.9.10440,4.82,5.08
Tb927.10.2680,4.41,5.49
Tb927.5.1430,6.35,3.56
Tb927.8.3890,6.35,3.56
Tb927.8.3900,6.35,3.56
Tb927.4.3040,6.25,3.66
Tb927.11.12860,6.15,3.76
Tb927.11.12860,6.15,3.76
Tb927.8.6310,5.9,4.01
Tb927.6.3280,5.15,4.76
Tb927.9.2110,3.43,6.48
Tb927.7.2680,3.33,6.58
Tb927.11.16710,3.2,6.71
Tb927.9.11580,6.4,3.52
Tb927.10.13370,6.34,3.58
Tb927.11.5810,6.31,3.61
Tb927.5.2690,6.29,3.63
Tb927.8.6050,6.1,3.82
Tb927.8.3280,5.95,3.97
Tb927.3.1580,5.02,4.9
Tb927.11.14270,4.81,5.11
Tb927.5.2860,4.74,5.18
Tb927.3.2477,3.35,6.57
Tb927.10.9450,6.42,3.51
Tb927.7.1500,6.36,3.57
Tb927.10.1040,6.32,3.61
Tb927.10.11100,5.64,4.29
Tb927.2.3910,4.93,5
Tb927.5.2050,4.82,5.11
Tb927.2.5000,4.72,5.21
Tb927.5.640,4.62,5.31
Tb927.6.2030,3.27,6.66
Tb927.11.2465,3.27,6.66
Tb927.5.1410,6.41,3.53
Tb927.10.7190,6.3,3.64
Tb927.4.2380,6.3,3.64
Tb927.11.11710,6.14,3.8
Tb927.3.5110,5.1,4.84
Tb927.11.5470,5.15,4.79
Tb927.10.5820,5.11,4.83
Tb927.11.4170,6.25,3.7
Tb927.11.3370,6.25,3.7
Tb927.7.1290,6.25,3.7
Tb927.10.6990,5.96,3.99
Tb927.7.1580,5.96,3.99
Tb927.9.9190,5.29,4.66
Tb927.6.160,5.25,4.7
Tb927.10.15860,4.74,5.21
Tb927.9.2730,4.65,5.3
Tb927.4.3070,4.47,5.48
Tb11.02.5105,3.42,6.53
Tb11.02.5105b,3.42,6.53
Tb927.11.5090,3.2,6.75
Tb927.3.3120,6.1,3.86
Tb927.8.6380,6.06,3.9
Tb11.v5.0670,6.5,3.46
Tb927.4.4190,6.3,3.66
Tb927.4.1520,6.07,3.89
Tb11.v5.0505,5.34,4.62
Tb11.v5.0506,5.34,4.62
Tb927.10.12120,5.34,4.62
Tb927.10.14460,5.31,4.65
Tb927.4.5120,5.08,4.88
Tb927.10.15080,4.94,5.02
Tb927.8.3170,4.83,5.13
Tb927.10.2060,4.6,5.36
Tb927.10.430,3.54,6.42
Tb927.8.1640,3.48,6.48
Tb927.7.4515,6.42,3.55
Tb927.2.1920,6.39,3.58
Tb927.7.750,5.25,4.72
Tb927.10.13190,5.17,4.8
Tb927.8.3540,5.17,4.8
Tb927.5.1910,5.12,4.85
Tb927.10.3730,4.47,5.5
Tb927.10.5250,6.41,3.56
Tb11.v5.0232,6.41,3.56
Tb927.6.3950,6.32,3.65
Tb927.11.180,3.32,6.65
Tb927.11.6600,6.44,3.54
Tb927.10.1770,6.41,3.57
Tb927.8.5050,6.34,3.64
Tb927.9.7650,6.33,3.65
Tb927.7.3220,6.27,3.71
Tb927.5.2400,5.54,4.44
Tb927.5.1960,4.95,5.03
Tb927.11.5800,4.9,5.08
Tb927.1.1980,4.84,5.14
Tb927.10.1160,4.51,5.47
Tb11.0550,4.51,5.47
Tb927.8.1470,5.27,4.72
Tb927.8.7820,6.5,3.49
Tb927.11.14620,6.41,3.58
Tb927.7.960,5.25,4.74
Tb927.3.3840,4.82,5.17
Tb927.11.11260,6.33,3.67
Tb927.3.1080,6.31,3.69
Tb927.11.4470,5.43,4.57
Tb927.11.4680,3.58,6.42
Tb927.11.14690,6.41,3.6
Tb927.4.3640,6.4,3.61
Tb927.5.1120,5.41,4.6
Tb927.10.3720,5.25,4.76
Tb927.11.470,5.16,4.85
Tb927.1.560,5.09,4.92
Tb927.6.3350,5.06,4.95
Tb927.9.12670,4.89,5.12
Tb927.9.11510,4.72,5.29
Tb927.11.13950,4.63,5.38
Tb927.11.12920,5.94,4.07
Tb927.6.2570,5.19,4.82
Tb927.9.2020,6.45,3.57
Tb927.10.12190,6.39,3.63
Tb927.10.12100,6.36,3.66
Tb927.5.2640,6.36,3.66
Tb927.11.16300,5.95,4.07
Tb927.9.13350,5.88,4.14
Tb927.8.6790,5.25,4.77
Tb927.8.3230,5.14,4.88
Tb927.11.14650,4.98,5.04
Tb927.11.13210,4.82,5.2
Tb927.11.7490,3.21,6.81
Tb927.11.7500,3.21,6.81
Tb927.11.5370,6.43,3.6
Tb927.4.3770,5.64,4.39
Tb927.5.4110,5.39,4.64
Tb927.9.3470,4.68,5.35
Tb11.v5.0835,5.57,4.46
Tb927.7.7260,5.57,4.46
Tb927.9.11070,5.09,4.94
Tb927.11.5430,5.08,4.95
Tb09.v4.0016,6.45,3.59
Tb11.v5.0463,6.45,3.59
Tb927.9.15890,6.45,3.59
Tb927.10.9445,6.41,3.63
Tb927.11.8900,6.35,3.69
Tb11.v5.0255,6.33,3.71
Tb927.11.7280,6.33,3.71
Tb927.9.2160,6.33,3.71
Tb927.11.160,6.26,3.78
Tb927.11.7440,6.18,3.86
Tb927.9.5380,5.93,4.11
Tb927.11.5870,5.07,4.97
Tb927.8.6470,5.01,5.03
Tb927.6.2380,4.44,5.6
Tb927.9.4960,3.41,6.63
Tb927.11.17015,3.33,6.71
Tb927.10.8900,6.48,3.56
Tb927.2.3320,6.48,3.56
Tb927.11.3870,6.48,3.57
Tb927.11.1230,6.44,3.61
Tb927.9.11040,6.33,3.72
Tb927.10.11580,5.36,4.69
Tb927.3.5440,4.97,5.08
Tb927.9.13200,3.25,6.8
Tb927.8.1890,3.23,6.82
Tb927.8.5590,5.09,4.97
Tb927.11.14260,4.71,5.35
Tb927.7.180,6.57,3.49
Tb927.11.13590,6.15,3.91
Tb927.9.11120,4.91,5.15
Tb927.11.5820,6.43,3.64
Tb927.8.5900,6.39,3.68
Tb927.9.10850,6.36,3.71
Tb927.6.3020,6.36,3.71
Tb927.10.4700,6.13,3.94
Tb927.11.13490,6.05,4.02
Tb927.10.2520,5.68,4.39
Tb927.11.10950,5.29,4.78
Tb927.9.7800,3.32,6.75
Tb927.5.890,6.51,3.57
Tb927.11.15950,6.19,3.89
Tb927.8.5450,6.18,3.9
Tb927.11.2830,5.54,4.54
Tb927.11.4380,5.47,4.61
Tb927.10.9000,5.17,4.91
Tb927.6.2970,4.92,5.16
Tb927.2.3280,6.5,3.59
Tb927.2.3290,6.5,3.59
Tb927.2.3300,6.5,3.59
Tb927.2.3310,6.5,3.59
Tb927.8.8030,6.5,3.59
Tb927.8.4480,6.1,3.99
Tb927.1.640,5.67,4.42
Tb927.11.12870,5.5,4.59
Tb927.10.3110,5.25,4.84
Tb927.9.6270,4.88,5.21
Tb927.11.7540,3.63,6.46
Tb927.4.3580,6.22,3.88
Tb927.4.3600,6.22,3.88
Tb927.11.10450,6,4.1
Tb927.6.2400,5.05,5.05
Tb927.9.14030,5.04,5.06
Tb927.11.10320,4.63,5.47
Tb927.9.10520,3.36,6.74
Tb927.6.2810,4.4,5.7
Tb927.11.200,6.2,3.91
Tb927.9.9370,6.05,4.06
Tb927.9.10840,4.93,5.18
Tb927.8.5770,4.86,5.25
Tb11.v5.0649,5.57,4.55
Tb927.10.4050,5.57,4.55
Tb927.1.2190,5.45,4.67
Tb927.5.3910,5.18,4.94
Tb927.11.4400,5.12,5
Tb927.10.2550,4.53,5.59
Tb927.11.15375,6.59,3.54
Tb927.7.5700,6.5,3.63
Tb927.6.4180,6.33,3.8
Tb927.4.2400,5.59,4.54
Tb927.8.4240,5.34,4.79
Tb927.2.3340,6.64,3.5
Tb927.4.720,6.49,3.65
Tb927.9.11660,6.4,3.74
Tb927.9.13225,6.33,3.81
Tb927.9.12480,6.31,3.83
Tb927.5.4080,5.33,4.81
Tb927.1.1550,5.18,4.96
Tb927.10.2230,5.13,5.01
Tb927.11.2920,5.12,5.02
Tb927.3.4340,4.93,5.22
Tb927.10.13513,6.47,3.68
Tb927.7.1380,6.37,3.78
Tb927.2.4560,5.11,5.04
Tb927.9.1440,5.11,5.04
Tb927.11.9150,4.99,5.16
Tb927.8.880,4.74,5.41
Tb927.8.8340,6.64,3.52
Tb927.10.7860,6.14,4.02
Tb927.3.4510,5.88,4.28
Tb927.10.5910,5.41,4.75
Tb927.10.15160,5.35,4.81
Tb927.7.680,5.34,4.82
Tb927.11.15250,5.34,4.82
Tb927.8.6800,5.2,4.96
Tb927.4.2680,5.08,5.08
Tb927.11.270,4.43,5.73
Tb927.6.3120,6.38,3.79
Tb11.0850,6.29,3.88
Tb927.11.710,6.29,3.88
Tb927.1.1930,5.22,4.95
Tb927.9.15270,5.04,5.13
Tb927.4.2170,6.47,3.71
Tb927.11.4720,6.37,3.81
Tb927.7.2470,5.3,4.88
Tb927.1.2990,4.95,5.23
Tb927.7.6660,3.25,6.93
Tb927.10.4880,3.14,7.04
Tb927.8.2100,6.6,3.59
Tb11.v5.0291,6.42,3.77
Tb927.11.12750,6.42,3.77
Tb927.11.1770,6.02,4.17
Tb927.11.3350,5.93,4.26
Tb927.2.5020,5.09,5.1
Tb927.11.3450,5.01,5.18
Tb927.7.220,6.57,3.62
Tb927.11.16340,5.74,4.45
Tb927.9.13050,5.62,4.57
Tb927.11.12650,5.08,5.11
Tb927.10.12010,6.66,3.54
Tb11.v5.0228,6.65,3.55
Tb927.5.390,6.65,3.55
Tb927.10.8960,6.35,3.85
Tb927.10.14360,6.2,4
Tb927.5.1760,5.51,4.69
Tb927.7.4490,5.45,4.75
Tb11.v5.0262,5.45,4.75
Tb927.11.6410,5.22,4.98
Tb927.8.2840,5.2,5
Tb927.9.12500,4.19,6.01
Tb927.11.16220,3.44,6.77
Tb927.8.7610,6.54,3.67
Tb927.8.7620,6.54,3.67
Tb927.8.7630,6.54,3.67
Tb927.11.12630,6.23,3.98
Tb927.8.4880,5.55,4.66
Tb927.11.16640,5.36,4.85
Tb11.v5.0233,5.19,5.02
Tb927.10.5240,5.19,5.02
Tb927.9.6580,5.1,5.11
Tb927.2.5180,4.74,5.47
Tb927.9.1470,6.51,3.71
Tb927.10.12110,6,4.22
Tb927.7.3580,5.31,4.91
Tb927.11.4780,4.68,5.54
Tb927.2.1890,6.48,3.74
Tb927.9.9750,6.61,3.62
Tb927.7.4680,6.56,3.67
Tb927.6.1980,6.51,3.72
Tb927.8.5800,6.49,3.74
Tb927.10.7140,6.43,3.8
Tb927.11.1380,5.78,4.45
Tb927.10.420,5.42,4.81
Tb927.11.5760,5.24,4.99
Tb927.1.840,3.47,6.76
Tb927.11.1220,5.31,4.93
Tb927.9.2400,6.42,3.82
Tb927.10.7130,5.9,4.34
Tb927.4.2370,5.83,4.41
Tb11.v5.0733,5.41,4.83
Tb927.7.3160,5.41,4.83
Tb927.8.800,5.4,4.84
Tb927.11.1550,5.32,4.92
Tb927.11.10210,5.26,4.98
Tb927.7.3510,4.92,5.32
Tb927.4.4540,6.6,3.65
Tb927.7.740,5.45,4.8
Tb927.6.890,5.43,4.82
Tb927.9.2620,4.63,5.62
Tb927.7.7140,6.21,4.05
Tb927.5.2520,5.56,4.7
Tb927.11.10640,5.27,4.99
Tb927.6.2650,5.25,5.01
Tb927.6.2480,5.16,5.1
Tb927.11.11650,5.08,5.18
Tb927.11.9250,4.8,5.46
Tb927.10.4280,3.28,6.98
Tb927.10.8420,5.4,4.86
Tb927.10.550,5.4,4.86
Tb927.6.4830,4.98,5.28
Tb927.7.4930,4.82,5.44
Tb11.v5.0174,4.82,5.44
Tb927.6.560,6.73,3.54
Tb927.11.13380,5.72,4.55
Tb927.3.3160,5.51,4.76
Tb927.10.9960,4.96,5.31
Tb927.1.4160,4.84,5.43
Tb927.3.1240,6.6,3.68
Tb927.9.4900,5.56,4.72
Tb927.9.4050,5.43,4.85
Tb927.10.13990,5.22,5.06
Tb927.5.3460,5.44,4.84
Tb927.11.12470,5.6,4.69
Tb927.10.7050,5.54,4.75
Tb927.11.13240,5.43,4.86
Tb927.9.11250,5.41,4.88
Tb927.8.5170,5.37,4.92
Tb927.4.2820,5.33,4.96
Tb927.11.13120,4.96,5.33
Tb927.8.7480,4.56,5.73
Tb927.8.1240,4.51,5.78
Tb927.8.5200,4.44,5.85
Tb927.9.11480,6.69,3.6
Tb927.5.4570,6.61,3.68
Tb05.5K5.210,6.61,3.68
Tb927.11.15560,6.52,3.78
Tb927.9.13460,6.65,3.65
Tb927.10.2910,6.38,3.92
Tb927.11.16410,6.18,4.12
Tb927.10.11680,5.6,4.7
Tb927.10.10090,5.35,4.95
Tb11.v5.0882,5.16,5.14
Tb927.4.2200,5.16,5.14
Tb927.11.480,5.03,5.27
Tb927.9.12960,4.99,5.31
Tb927.8.940,4.78,5.52
Tb927.8.960,4.78,5.52
Tb927.8.1010,4.64,5.66
Tb927.6.1250,4.41,5.89
Tb11.v5.0743,4.41,5.89
Tb927.2.4870,6.64,3.67
Tb927.11.5100,5.21,5.1
Tb927.5.3230,5.17,5.14
Tb11.v5.0972,4.96,5.35
Tb927.4.2940,4.96,5.35
Tb11.v5.0175,4.72,5.59
Tb927.7.4940,4.72,5.59
Tb927.9.2050,6.38,3.93
Tb927.10.2660,6.34,3.97
Tb927.3.4060,5.33,4.98
Tb927.10.1260,4.87,5.44
Tb927.11.7080,6.74,3.58
Tb927.3.2640,5.57,4.75
Tb927.5.3950,5.26,5.06
Tb927.7.1720,5.25,5.07
Tb927.9.3030,5.24,5.08
Tb927.7.5750,5.16,5.16
Tb927.8.2650,5.06,5.26
Tb927.4.4300,5,5.32
Tb927.3.5660,6.79,3.54
Tb11.v5.0731,6.75,3.58
Tb927.10.4260,6.73,3.6
Tb927.7.1120,6.59,3.74
Tb927.11.3340,6.39,3.94
Tb927.7.2720,5.58,4.75
Tb927.10.14480,5.49,4.84
Tb927.1.1100,5.29,5.04
Tb927.11.15520,5.29,5.04
Tb07.11L3.100,5.09,5.24
Tb927.7.2150,5.09,5.24
Tb927.7.1230,5.08,5.25
Tb927.11.910,5,5.33
Tb927.9.2240,4.85,5.48
Tb927.11.4490,4.24,6.09
Tb927.8.7210,6.76,3.58
Tb927.4.3350,6.64,3.7
Tb927.11.4690,5.34,5
Tb927.11.13980,5.3,5.04
Tb927.9.8700,5.27,5.07
Tb927.10.11500,4.61,5.73
Tb927.3.2650,3.29,7.05
Tb927.1.3400,5.88,4.47
Tb927.8.4320,5.31,5.04
Tb927.11.7130,4.89,5.46
Tb927.7.7280,5.61,4.74
Tb927.9.3800,5.4,4.95
Tb927.8.6210,5.4,4.95
Tb927.8.5560,5.32,5.03
Tb927.8.840,5.2,5.15
Tb927.8.1580,5.15,5.2
Tb927.1.4900,6.8,3.56
Tb927.10.13020,5.46,4.9
Tb927.11.4710,5.35,5.01
Tb927.10.11130,5.33,5.03
Tb927.9.10960,5.13,5.23
Tb927.8.1945,6.76,3.61
Tb927.5.2500,6.02,4.35
Tb927.11.12430,5.6,4.77
Tb927.8.5680,5.31,5.06
Tb927.4.1230,6.82,3.55
Tb927.3.1770,5.7,4.67
Tb927.10.12980,5.46,4.91
Tb927.7.1770,5.45,4.92
Tb927.3.1850,5.37,5
Tb927.7.5470,5.16,5.21
Tb927.11.7160,5.13,5.24
Tb927.11.3620,3.3,7.07
Tb927.11.3630,3.3,7.07
Tb927.7.5570,6.67,3.71
Tb927.7.5580,6.67,3.71
Tb927.11.3930,5.46,4.92
Tb927.3.5290,5.32,5.06
Tb927.11.8410,5.29,5.09
Tb927.11.9390,5.18,5.2
Tb927.3.1550,5.04,5.34
Tb927.11.10580,5.69,4.7
Tb927.10.11450,5.61,4.78
Tb11.v5.0888,5.41,4.98
Tb927.11.4010,5.41,4.98
Tb927.7.4040,5.33,5.06
Tb927.8.2490,5.09,5.3
Tb927.8.4950,4.29,6.1
Tb927.11.5750,5.6,4.8
Tb927.11.6960,4.64,5.76
Tb927.8.3110,4.43,5.97
Tb11.v5.0685,4.43,5.97
Tb927.11.7550,6.78,3.62
Tb927.10.4520,5.37,5.03
Tb927.7.4980,4.99,5.41
Tb11.v5.0179,4.99,5.41
Tb927.3.700,3.31,7.09
Tb927.6.815,6.86,3.55
Tb11.v5.0208,6.84,3.57
Tb927.5.310,6.84,3.57
Tb927.8.4060,6.82,3.59
Tb927.1.4500,6.64,3.77
Tb927.10.210,6.61,3.8
Tb927.11.3690,6.11,4.3
Tb927.11.14340,6.05,4.36
Tb927.11.10520,5.54,4.87
Tb927.6.1220,5.47,4.94
Tb927.7.2080,5.52,4.9
Tb927.9.3870,5.51,4.91
Tb927.5.4290,4.92,5.5
Tb927.7.5540,4.78,5.64
Tb927.4.5310,6.89,3.54
Tb927.9.7230,6.72,3.71
Tb927.8.4160,5.71,4.72
Tb11.v5.0303,5.65,4.78
Tb927.10.15930,5.65,4.78
Tb927.3.5100,5.53,4.9
Tb927.11.13260,5.21,5.22
Tb927.11.13260,5.21,5.22
Tb927.7.6250,5.15,5.28
Tb927.9.12720,5.12,5.31
Tb927.10.4100,5.09,5.34
Tb927.1.1330,4.53,5.9
Tb11.v5.0371,4.53,5.9
Tb927.9.15190,6.88,3.56
Tb09.v4.0015,6.8,3.64
Tb927.9.15870,6.8,3.64
Tb927.4.3480,6.84,3.61
Tb927.9.2670,6.54,3.91
Tb927.11.15650,5.56,4.89
Tb11.v5.0667,5.56,4.89
Tb11.v5.0968,5.49,4.96
Tb927.4.2990,5.49,4.96
Tb927.11.12190,5.39,5.06
Tb11.v5.0248,5.38,5.07
Tb927.10.5280,5.38,5.07
Tb927.1.880,5.21,5.24
Tb11.v5.0418,5.21,5.24
Tb11.v5.0419,5.21,5.24
Tb927.11.2100,5.11,5.34
Tb927.11.3760,6.77,3.69
Tb927.8.7750,6.9,3.56
Tb927.6.2050,6.42,4.04
Tb927.2.4510,5.73,4.73
Tb927.11.12450,5.67,4.79
Tb927.11.12450,5.67,4.79
Tb927.4.3390,5.56,4.9
Tb927.10.9130,5.4,5.06
Tb927.10.800,5.34,5.12
Tb927.8.680,5.01,5.45
Tb11.0860,4.96,5.5
Tb927.11.700,4.96,5.5
Tb927.9.14220,6.46,4.01
Tb927.8.7990,5.84,4.63
Tb927.11.13340,5.56,4.91
Tb927.7.4330,5.52,4.95
Tb927.10.3020,5.42,5.05
Tb927.10.7070,5.37,5.1
Tb11.v5.0652,5.3,5.17
Tb927.7.3210,5.3,5.17
Tb927.7.6720,5.21,5.26
Tb927.3.1250,6.9,3.58
Tb927.8.2780,6.87,3.61
Tb927.10.2340,6.87,3.61
Tb927.11.12600,5.64,4.84
Tb927.11.11200,5.55,4.93
Tb927.5.3270,5.53,4.95
Tb927.3.4620,5.42,5.06
Tb927.9.2100,5.1,5.38
Tb927.11.15450,4.96,5.52
Tb927.8.6420,4.76,5.72
Tb927.10.11260,4.58,5.9
Tb927.7.2770,5.43,5.06
Tb11.v5.0826,6.84,3.65
Tb927.7.6860,6.84,3.65
Tb927.5.1320,5.71,4.78
Tb927.10.10740,5.67,4.82
Tb927.6.3710,5.42,5.07
Tb927.5.1790,4.87,5.62
